desshift,id,desvalue,address,hair_color,license_number,desfontcolor,srcregionfontcolor,srcfontsize,desname,srcfontstyle,srcregionfontsize,srcregionbbox,desregionbbox,name,srcvalue,desregionfontcolor,srcfontcolor,srcbbox,desfontsize,desregionvalue,fraudpattern,desbbox,ethnicity,eye_color,desfontstyle,id_stripped,desregionfontsize,is_donor,srcregionfontstyle,is_fraud,weight,expire_date,birthday,desregionfontstyle,height,issue_date,class,srcregionvalue,gender,srcname,srcshift,is_veteran
[],generated.photos_v3_0017596_fake_3886,06/24/2022,"26 Leroux Street, Flagstaff, AZ 86001",BRO,D42950894,"[0, 0, 0]",[],14.0,,Arial_Bold.ttf,,[],[],Nina Lin,06/24/2022,[],"[31, 27, 34]","[215, 109, 287, 123]",13.0,,Fraud5_inpaint_and_rewrite,"[215, 109, 287, 123]",asian,BRO,DejaVuSansCondensed-Oblique.ttf,generated.photos_v3_0017596,,True,,True,138 lb,2027-06-24,1998-09-05,,6'-02'',2022-06-24,A,,F,,[],False
[],generated.photos_v3_0009963_fake_4911,112 lb,"75 Route 66, Flagstaff, AZ 86001",BRO,D56059887,"[0, 0, 0]",[],15.0,,Arial_Bold.ttf,,[],[],Melanie Fernandez,112 lb,[],"[23, 42, 33]","[332, 254, 373, 269]",11.0,,Fraud5_inpaint_and_rewrite,"[332, 254, 373, 269]",latino,BRO,DejaVuSans-BoldOblique.ttf,generated.photos_v3_0009963,,False,,True,112 lb,2026-10-08,1992-01-18,,5'-03'',2021-10-08,D,,F,,[],False
[],generated.photos_v3_0003357_fake_2377,07/13/2022,"327 Apache Boulevard, Tempe, AZ 85281",BRO,D43588992,"[0, 0, 0]",[],14.0,,Arial_Bold.ttf,,[],[],Jesus Flores,07/13/2022,[],"[31, 27, 34]","[215, 109, 287, 123]",11.0,,Fraud5_inpaint_and_rewrite,"[215, 109, 287, 123]",latino,BRO,DejaVuSans-Oblique.ttf,generated.photos_v3_0003357,,False,,True,237 lb,2027-07-13,1992-06-07,,5'-11'',2022-07-13,A,,M,,[],False
[],generated.photos_v3_0004516_fake_14,D28607026,"4529 Oakmont Drive, Sierra Vista, AZ 85635",BRO,D28607026,"[0, 0, 0]",[],21.0,,Arial_Bold.ttf,,[],[],Gabriella Vega,D28607026,[],"[36, 36, 36]","[211, 79, 322, 100]",18.0,,Fraud5_inpaint_and_rewrite,"[211, 79, 322, 100]",latino,BRO,DejaVuSerifCondensed-Bold.ttf,generated.photos_v3_0004516,,False,,True,157 lb,2025-07-25,1987-01-17,,6'-08'',2020-07-25,C,,F,,[],False
[],generated.photos_v3_0009638_fake_2189,B,"227 Miller Road, Scottsdale, AZ 85250",BLK,D38104481,"[0, 0, 0]",[],14.0,,Arial_Bold.ttf,,[],[],Xia Patel,B,[],"[51, 56, 41]","[170, 315, 180, 329]",15.0,,Fraud5_inpaint_and_rewrite,"[170, 315, 180, 329]",asian,BRO,DejaVuSansMono.ttf,generated.photos_v3_0009638,,False,,True,151 lb,2028-11-16,1996-12-23,,6'-00'',2023-11-16,A,,F,,[],False
"[[2, 7], [2, 1]]",generated_fake_2_13,,,,,[],"[36, 36, 36]",,generated.photos_v3_0837852.png,,21.0,"[211, 79, 322, 100]","[221, 284, 261, 298]",,,"[24, 44, 34]",[],[],,NONE,Fraud6_crop_and_replace,[],,,,,14.0,,Arial_Bold.ttf,True,,,,Arial_Bold.ttf,,,,D52872049,,generated.photos_v3_0423429.png,"[[2, 1], [2, 7]]",
"[[2, 7], [9, 7]]",generated_fake_2_17,,,,,[],"[51, 56, 41]",,generated.photos_v3_0181054.png,,14.0,"[170, 315, 180, 329]","[169, 254, 182, 269]",,,"[40, 39, 23]",[],[],,M,Fraud6_crop_and_replace,[],,,,,15.0,,Arial_Bold.ttf,True,,,,Arial_Bold.ttf,,,,B,,generated.photos_v3_0964149.png,"[[9, 7], [2, 7]]",
[],generated.photos_v3_0004516_fake_3332,D28607026,"4529 Oakmont Drive, Sierra Vista, AZ 85635",BRO,D28607026,"[0, 0, 0]",[],21.0,,Arial_Bold.ttf,,[],[],Gabriella Vega,D28607026,[],"[36, 36, 36]","[211, 79, 322, 100]",17.0,,Fraud5_inpaint_and_rewrite,"[211, 79, 322, 100]",latino,BRO,DejaVuSans-Bold.ttf,generated.photos_v3_0004516,,False,,True,157 lb,2025-07-25,1987-01-17,,6'-08'',2020-07-25,C,,F,,[],False
[],generated.photos_v3_0005821_fake_5765,6'-03'',"21 Pinal Avenue, Casa Grande, AZ 85122",BRO,D01659183,"[0, 0, 0]",[],15.0,,Arial_Bold.ttf,,[],[],Haruka Chen,6'-03'',[],"[47, 40, 52]","[225, 254, 266, 269]",13.0,,Fraud5_inpaint_and_rewrite,"[225, 254, 266, 269]",asian,BRO,DejaVuMathTeXGyre.ttf,generated.photos_v3_0005821,,False,,True,163 lb,2025-11-29,1994-12-10,,6'-03'',2020-11-29,D,,F,,[],False
[],generated.photos_v3_0014463_fake_530,F,"702 Aspen Avenue, Flagstaff, AZ 86001",BRO,D33812900,"[0, 0, 0]",[],15.0,,Arial_Bold.ttf,,[],[],Harper Harris,F,[],"[40, 39, 23]","[169, 254, 178, 269]",15.0,,Fraud5_inpaint_and_rewrite,"[169, 254, 178, 269]",white,BRO,DejaVuSansCondensed-Oblique.ttf,generated.photos_v3_0014463,,False,,True,184 lb,2026-08-19,1982-03-01,,5'-09'',2021-08-19,C,,F,,[],False
[],generated.photos_v3_0009862_fake_3816,150 lb,"276 Avenue A, Yuma, AZ 85364",BRO,D30177224,"[0, 0, 0]",[],15.0,,Arial_Bold.ttf,,[],[],Abigail Munoz,150 lb,[],"[23, 42, 33]","[332, 254, 373, 269]",14.0,,Fraud5_inpaint_and_rewrite,"[332, 254, 373, 269]",latino,BRO,DejaVuSerifCondensed-Italic.ttf,generated.photos_v3_0009862,,False,,True,150 lb,2026-07-12,1995-01-10,,5'-04'',2021-07-12,D,,F,,[],False
[],generated.photos_v3_0010442_fake_1644,GUERRERO,"2144 Riverview Drive, Bullhead City, AZ 86442",BRO,D43877997,"[0, 0, 0]",[],16.0,,Arial_Bold.ttf,,[],[],Miguel Guerrero,GUERRERO,[],"[20, 45, 31]","[183, 129, 277, 145]",15.0,,Fraud5_inpaint_and_rewrite,"[183, 129, 277, 145]",latino,BRO,DejaVuSerifCondensed-Bold.ttf,generated.photos_v3_0010442,,False,,True,164 lb,2028-04-23,2001-02-28,,5'-00'',2023-04-23,B,,M,,[],False
[],generated.photos_v3_0006073_fake_4154,09/28/2023,"2346 Santa Fe Avenue, Flagstaff, AZ 86001",BRO,D22174554,"[0, 0, 0]",[],14.0,,Arial_Bold.ttf,,[],[],Nandini Tan,09/28/2023,[],"[31, 27, 34]","[215, 109, 287, 123]",10.0,,Fraud5_inpaint_and_rewrite,"[215, 109, 287, 123]",asian,BRO,DejaVuSans-BoldOblique.ttf,generated.photos_v3_0006073,,False,,True,174 lb,2028-09-28,1990-08-21,,5'-10'',2023-09-28,A,,F,,[],False
[],generated.photos_v3_0015467_fake_400,12/31/1994,"809 Stone Avenue, Tucson, AZ 85701",BRO,D29721273,"[0, 0, 0]",[],21.0,,Arial_Bold.ttf,,[],[],Peng Rahman,12/31/1994,[],"[53, 45, 24]","[426, 102, 534, 123]",16.0,,Fraud5_inpaint_and_rewrite,"[426, 102, 534, 123]",asian,BRO,DejaVuSerif-Bold.ttf,generated.photos_v3_0015467,,False,,True,187 lb,2025-06-27,1994-12-31,,5'-04'',2020-06-27,D,,M,,[],False
[],generated.photos_v3_0000630_fake_1290,702 S. IRONWOOD DRIVE,"702 S. Ironwood Drive, Apache Junction, AZ 85120",BLK,D95137282,"[0, 0, 0]",[],14.0,,Arial_Bold.ttf,,[],[],Oscar Ortega,702 S. IRONWOOD DRIVE,[],"[47, 38, 42]","[184, 199, 355, 213]",13.0,,Fraud5_inpaint_and_rewrite,"[184, 199, 355, 213]",latino,BRO,DejaVuSans.ttf,generated.photos_v3_0000630,,False,,True,171 lb,2025-01-31,1994-01-31,,6'-11'',2020-01-31,D,,M,,[],False
[],generated.photos_v3_0012976_fake_247,MORGAN,"2558 Goldwater Boulevard, Scottsdale, AZ 85250",BLK,D59101888,"[0, 0, 0]",[],16.0,,Arial_Bold.ttf,,[],[],Lakisha Morgan,MORGAN,[],"[20, 45, 31]","[183, 129, 256, 145]",19.0,,Fraud5_inpaint_and_rewrite,"[183, 129, 256, 145]",black,BRO,DejaVuSansMono-BoldOblique.ttf,generated.photos_v3_0012976,,False,,True,171 lb,2029-08-09,2003-02-12,,5'-09'',2024-08-09,D,,F,,[],False
[],generated.photos_v3_0012976_fake_3912,02/12/2003,"2558 Goldwater Boulevard, Scottsdale, AZ 85250",BLK,D59101888,"[0, 0, 0]",[],21.0,,Arial_Bold.ttf,,[],[],Lakisha Morgan,02/12/2003,[],"[53, 45, 24]","[426, 102, 534, 123]",18.0,,Fraud5_inpaint_and_rewrite,"[426, 102, 534, 123]",black,BRO,DejaVuSansCondensed-BoldOblique.ttf,generated.photos_v3_0012976,,False,,True,171 lb,2029-08-09,2003-02-12,,5'-09'',2024-08-09,D,,F,,[],False
"[[6, 7], [4, 9]]",generated_fake_2_16,,,,,[],"[23, 42, 33]",,generated.photos_v3_0116485.png,,15.0,"[332, 254, 373, 269]","[169, 254, 178, 269]",,,"[40, 39, 23]",[],[],,F,Fraud6_crop_and_replace,[],,,,,15.0,,Arial_Bold.ttf,True,,,,Arial_Bold.ttf,,,,163 lb,,generated.photos_v3_0409107.png,"[[4, 9], [6, 7]]",
"[[9, 0], [9, 2]]",generated_fake_2_28,,,,,[],"[54, 38, 42]",,generated.photos_v3_0410276_0768568_0765065.png,,21.0,"[426, 79, 534, 100]","[426, 102, 534, 123]",,,"[53, 45, 24]",[],[],,06/21/1997,Fraud6_crop_and_replace,[],,,,,21.0,,Arial_Bold.ttf,True,,,,Arial_Bold.ttf,,,,05/05/2028,,generated.photos_v3_0065083.png,"[[9, 2], [9, 0]]",
"[[3, 1], [2, 9]]",generated_fake_2_14,,,,,[],"[47, 38, 42]",,generated.photos_v3_0714982.png,,14.0,"[184, 199, 308, 213]","[184, 199, 294, 213]",,,"[47, 38, 42]",[],[],,576 BELL ROAD,Fraud6_crop_and_replace,[],,,,,14.0,,Arial_Bold.ttf,True,,,,Arial_Bold.ttf,,,,24 TAYLOR DRIVE,,generated.photos_v3_0454153.png,"[[2, 9], [3, 1]]",
[],generated.photos_v3_0004164_fake_2264,KANG,"388 Queen Creek Road, Gilbert, AZ 85233",BRO,D81264132,"[0, 0, 0]",[],16.0,,Arial_Bold.ttf,,[],[],Miyu Kang,KANG,[],"[20, 45, 31]","[183, 129, 231, 145]",15.0,,Fraud5_inpaint_and_rewrite,"[183, 129, 231, 145]",asian,BRO,DejaVuMathTeXGyre.ttf,generated.photos_v3_0004164,,False,,True,172 lb,2027-05-13,1995-01-12,,5'-02'',2022-05-13,D,,F,,[],False
[],generated.photos_v3_0007944_fake_5830,"LAKE HAVASU CITY, AZ 86403","1237 McCulloch Boulevard, Lake Havasu City, AZ 86403",BRO,D02322299,"[0, 0, 0]",[],14.0,,Arial_Bold.ttf,,[],[],Ariel Wells,"LAKE HAVASU CITY, AZ 86403",[],"[29, 38, 25]","[183, 214, 390, 228]",15.0,,Fraud5_inpaint_and_rewrite,"[183, 214, 390, 228]",black,BRO,DejaVuSansCondensed-Oblique.ttf,generated.photos_v3_0007944,,False,,True,129 lb,2025-07-16,1986-06-08,,6'-03'',2020-07-16,A,,F,,[],False
[],generated.photos_v3_0012201_fake_4343,F,"393 Maricopa Street, Avondale, AZ 85323",BRO,D08322429,"[0, 0, 0]",[],15.0,,Arial_Bold.ttf,,[],[],Evangeline Harris,F,[],"[40, 39, 23]","[169, 254, 178, 269]",11.0,,Fraud5_inpaint_and_rewrite,"[169, 254, 178, 269]",white,BRO,DejaVuSans-BoldOblique.ttf,generated.photos_v3_0012201,,False,,True,142 lb,2025-04-10,1999-07-25,,6'-02'',2020-04-10,D,,F,,[],False
[],generated.photos_v3_0016139_fake_1274,F,"3416 Apache Trail, Apache Junction, AZ 85120",BRO,D40357813,"[0, 0, 0]",[],15.0,,Arial_Bold.ttf,,[],[],Alexa Castro,F,[],"[40, 39, 23]","[169, 254, 178, 269]",14.0,,Fraud5_inpaint_and_rewrite,"[169, 254, 178, 269]",latino,BRO,DejaVuSans.ttf,generated.photos_v3_0016139,,False,,True,152 lb,2026-11-28,1990-02-12,,5'-06'',2021-11-28,D,,F,,[],False
"[[0, 8], [3, 4]]",generated_fake_2_15,,,,,[],"[149, 156, 130]",,generated.photos_v3_0059996_0728435_0545093.png,,14.0,"[498, 324, 554, 338]","[426, 102, 534, 123]",,,"[53, 45, 24]",[],[],,05/15/1993,Fraud6_crop_and_replace,[],,,,,21.0,,Arial_Bold.ttf,True,,,,Arial_Bold.ttf,,,,03/22/93,,generated.photos_v3_0109899.png,"[[3, 4], [0, 8]]",
"[[6, 3], [1, 6]]",generated_fake_2_29,,,,,[],"[31, 27, 34]",,generated.photos_v3_0767620.png,,14.0,"[215, 109, 287, 123]","[498, 324, 554, 338]",,,"[149, 156, 130]",[],[],,01/30/96,Fraud6_crop_and_replace,[],,,,,14.0,,Arial_Bold.ttf,True,,,,Arial_Bold.ttf,,,,06/03/2022,,generated.photos_v3_0434335.png,"[[1, 6], [6, 3]]",
"[[5, 1], [7, 4]]",generated_fake_2_24,,,,,[],"[54, 38, 42]",,generated.photos_v3_0450732.png,,21.0,"[426, 79, 534, 100]","[426, 79, 534, 100]",,,"[54, 38, 42]",[],[],,11/06/2029,Fraud6_crop_and_replace,[],,,,,21.0,,Arial_Bold.ttf,True,,,,Arial_Bold.ttf,,,,06/05/2029,,generated.photos_v3_0866308_0549105_0080617.png,"[[7, 4], [5, 1]]",
[],generated.photos_v3_0011812_fake_222,03/01/2022,"282 Via de Ventura, Scottsdale, AZ 85250",BLN,D67472224,"[0, 0, 0]",[],14.0,,Arial_Bold.ttf,,[],[],Alora Carter,03/01/2022,[],"[31, 27, 34]","[215, 109, 287, 123]",13.0,,Fraud5_inpaint_and_rewrite,"[215, 109, 287, 123]",white,GRA,DejaVuSansCondensed-Oblique.ttf,generated.photos_v3_0011812,,False,,True,186 lb,2027-03-01,1984-04-30,,6'-10'',2022-03-01,B,,F,,[],True
"[[8, 0], [6, 4]]",generated_fake_2_30,,,,,[],"[29, 38, 25]",,generated.photos_v3_0112488.png,,14.0,"[183, 214, 330, 228]","[225, 254, 266, 269]",,,"[47, 40, 52]",[],[],,5'-00'',Fraud6_crop_and_replace,[],,,,,15.0,,Arial_Bold.ttf,True,,,,Arial_Bold.ttf,,,,"MARICOPA, AZ 85138",,generated.photos_v3_0205094.png,"[[6, 4], [8, 0]]",
"[[7, 8], [1, 2]]",generated_fake_2_18,,,,,[],"[53, 42, 51]",,generated.photos_v3_0709204_0746368_0610531.png,,20.0,"[334, 332, 434, 352]","[170, 284, 180, 298]",,,"[45, 36, 46]",[],[],,D,Fraud6_crop_and_replace,[],,,,,14.0,,Arial_Bold.ttf,True,,,,Arial_Bold.ttf,,,,02/09/1993,,generated.photos_v3_0635601.png,"[[1, 2], [7, 8]]",
[],generated.photos_v3_0015078_fake_4329,"PAYSON, AZ 85541","700 S. Forest Park Drive, Payson, AZ 85541",BLN,D66252498,"[0, 0, 0]",[],14.0,,Arial_Bold.ttf,,[],[],Ellie Wilson,"PAYSON, AZ 85541",[],"[29, 38, 25]","[183, 214, 312, 228]",14.0,,Fraud5_inpaint_and_rewrite,"[183, 214, 312, 228]",white,BRO,DejaVuSansCondensed.ttf,generated.photos_v3_0015078,,False,,True,103 lb,2027-09-25,1988-08-26,,5'-05'',2022-09-25,C,,F,,[],False
[],generated.photos_v3_0004219_fake_2932,0000000000001690,"2701 Clearwater Drive, Bullhead City, AZ 86442",BRO,D90639415,"[0, 0, 0]",[],13.0,,Arial_Bold.ttf,,[],[],Hiroko Bai,0000000000001690,[],"[55, 33, 28]","[196, 333, 308, 346]",9.0,,Fraud5_inpaint_and_rewrite,"[196, 333, 308, 346]",asian,BRO,DejaVuSans-Bold.ttf,generated.photos_v3_0004219,,False,,True,181 lb,2029-11-10,1999-01-06,,6'-07'',2024-11-10,B,,F,,[],True
[],generated.photos_v3_0018393_fake_1638,5715 HOUGHTON ROAD,"5715 Houghton Road, Sahuarita, AZ 85629",BLK,D45261508,"[0, 0, 0]",[],14.0,,Arial_Bold.ttf,,[],[],Suresh Abe,5715 HOUGHTON ROAD,[],"[47, 38, 42]","[184, 199, 347, 213]",13.0,,Fraud5_inpaint_and_rewrite,"[184, 199, 347, 213]",asian,BRO,DejaVuSerifCondensed-Bold.ttf,generated.photos_v3_0018393,,False,,True,198 lb,2027-08-10,1999-03-28,,5'-07'',2022-08-10,D,,M,,[],False
[],generated.photos_v3_0003357_fake_999,B,"327 Apache Boulevard, Tempe, AZ 85281",BRO,D43588992,"[0, 0, 0]",[],14.0,,Arial_Bold.ttf,,[],[],Jesus Flores,B,[],"[51, 56, 41]","[170, 315, 180, 329]",15.0,,Fraud5_inpaint_and_rewrite,"[170, 315, 180, 329]",latino,BRO,DejaVuSansMono-Bold.ttf,generated.photos_v3_0003357,,False,,True,237 lb,2027-07-13,1992-06-07,,5'-11'',2022-07-13,A,,M,,[],False
[],generated.photos_v3_0004164_fake_2651,172 lb,"388 Queen Creek Road, Gilbert, AZ 85233",BRO,D81264132,"[0, 0, 0]",[],15.0,,Arial_Bold.ttf,,[],[],Miyu Kang,172 lb,[],"[23, 42, 33]","[332, 254, 373, 269]",13.0,,Fraud5_inpaint_and_rewrite,"[332, 254, 373, 269]",asian,BRO,DejaVuMathTeXGyre.ttf,generated.photos_v3_0004164,,False,,True,172 lb,2027-05-13,1995-01-12,,5'-02'',2022-05-13,D,,F,,[],False
[],generated.photos_v3_0003687_fake_2499,0000000000005037,"25 Estrella Parkway, Goodyear, AZ 85395",BRO,D11295262,"[0, 0, 0]",[],13.0,,Arial_Bold.ttf,,[],[],Mila Campbell,0000000000005037,[],"[55, 33, 28]","[196, 333, 308, 346]",9.0,,Fraud5_inpaint_and_rewrite,"[196, 333, 308, 346]",white,BRO,DejaVuSans-BoldOblique.ttf,generated.photos_v3_0003687,,False,,True,132 lb,2026-08-10,1986-12-07,,5'-10'',2021-08-10,A,,F,,[],False
[],generated.photos_v3_0016311_fake_5168,KENNETH,"6731 24th Drive, Yuma, AZ 85364",BRO,D00718568,"[0, 0, 0]",[],16.0,,Arial_Bold.ttf,,[],[],Kenneth Mitchell,KENNETH,[],"[24, 43, 32]","[183, 155, 263, 171]",15.0,,Fraud5_inpaint_and_rewrite,"[183, 155, 263, 171]",white,BRO,DejaVuSerifCondensed-Bold.ttf,generated.photos_v3_0016311,,False,,True,168 lb,2027-03-15,1994-11-06,,7'-07'',2022-03-15,A,,M,,[],False
"[[4, 5], [4, 9]]",generated_fake_2_19,,,,,[],"[54, 38, 42]",,generated.photos_v3_0120182.png,,21.0,"[426, 79, 534, 100]","[170, 315, 180, 329]",,,"[51, 56, 41]",[],[],,B,Fraud6_crop_and_replace,[],,,,,14.0,,Arial_Bold.ttf,True,,,,Arial_Bold.ttf,,,,10/27/2026,,generated.photos_v3_0058749_0041322_0744423.png,"[[4, 9], [4, 5]]",
[],generated.photos_v3_0017084_fake_805,0000000000005867,"3747 24th Drive, Yuma, AZ 85364",BRO,D05674206,"[0, 0, 0]",[],13.0,,Arial_Bold.ttf,,[],[],Cesar Figueroa,0000000000005867,[],"[55, 33, 28]","[196, 333, 308, 346]",9.0,,Fraud5_inpaint_and_rewrite,"[196, 333, 308, 346]",latino,BRO,DejaVuSans-BoldOblique.ttf,generated.photos_v3_0017084,,False,,True,149 lb,2025-02-16,1994-04-15,,5'-08'',2020-02-16,A,,M,,[],False
"[[6, 1], [1, 4]]",generated_fake_2_31,,,,,[],"[24, 44, 34]",,generated.photos_v3_0661090_0511255_0395293.png,,14.0,"[221, 284, 261, 298]","[183, 214, 323, 228]",,,"[29, 38, 25]",[],[],,"NOGALES, AZ 85621",Fraud6_crop_and_replace,[],,,,,14.0,,Arial_Bold.ttf,True,,,,Arial_Bold.ttf,,,,NONE,,generated.photos_v3_0987775_0964316_0740077.png,"[[1, 4], [6, 1]]",
"[[2, 7], [5, 3]]",generated_fake_2_25,,,,,[],"[40, 39, 23]",,generated.photos_v3_0452009.png,,15.0,"[169, 254, 178, 269]","[215, 109, 287, 123]",,,"[31, 27, 34]",[],[],,05/17/2024,Fraud6_crop_and_replace,[],,,,,14.0,,Arial_Bold.ttf,True,,,,Arial_Bold.ttf,,,,F,,generated.photos_v3_0039169.png,"[[5, 3], [2, 7]]",
"[[2, 4], [1, 8]]",generated_fake_2_33,,,,,[],"[53, 45, 24]",,generated.photos_v3_0103918.png,,21.0,"[426, 102, 534, 123]","[426, 79, 534, 100]",,,"[54, 38, 42]",[],[],,07/23/2026,Fraud6_crop_and_replace,[],,,,,21.0,,Arial_Bold.ttf,True,,,,Arial_Bold.ttf,,,,06/09/2001,,generated.photos_v3_0067100_0897354_0146641.png,"[[1, 8], [2, 4]]",
"[[1, 5], [9, 1]]",generated_fake_2_27,,,,,[],"[47, 38, 42]",,generated.photos_v3_0133559.png,,14.0,"[184, 199, 351, 213]","[170, 315, 180, 329]",,,"[51, 56, 41]",[],[],,B,Fraud6_crop_and_replace,[],,,,,14.0,,Arial_Bold.ttf,True,,,,Arial_Bold.ttf,,,,253 SOUTHERN AVENUE,,generated.photos_v3_0128199.png,"[[9, 1], [1, 5]]",
[],generated.photos_v3_0000170_fake_5129,D,"1436 Deer Valley Road, Peoria, AZ 85345",BRO,D82989586,"[0, 0, 0]",[],14.0,,Arial_Bold.ttf,,[],[],Brian Wade,D,[],"[45, 36, 46]","[170, 284, 180, 298]",15.0,,Fraud5_inpaint_and_rewrite,"[170, 284, 180, 298]",white,BRO,DejaVuSansMono-Bold.ttf,generated.photos_v3_0000170,,False,,True,118 lb,2027-10-09,1991-06-05,,5'-09'',2022-10-09,D,,M,,[],False
[],generated.photos_v3_0016087_fake_5068,6'-10'',"9282 Toole Avenue, Tucson, AZ 85701",BRO,D22550449,"[0, 0, 0]",[],15.0,,Arial_Bold.ttf,,[],[],Eleanor White,6'-10'',[],"[47, 40, 52]","[225, 254, 266, 269]",9.0,,Fraud5_inpaint_and_rewrite,"[225, 254, 266, 269]",white,BRO,DejaVuSansMono-BoldOblique.ttf,generated.photos_v3_0016087,,False,,True,122 lb,2025-02-08,1968-10-19,,6'-10'',2020-02-08,C,,F,,[],False
[],generated.photos_v3_0017084_fake_5812,D05674206,"3747 24th Drive, Yuma, AZ 85364",BRO,D05674206,"[0, 0, 0]",[],21.0,,Arial_Bold.ttf,,[],[],Cesar Figueroa,D05674206,[],"[36, 36, 36]","[211, 79, 322, 100]",18.0,,Fraud5_inpaint_and_rewrite,"[211, 79, 322, 100]",latino,BRO,DejaVuSerif.ttf,generated.photos_v3_0017084,,False,,True,149 lb,2025-02-16,1994-04-15,,5'-08'',2020-02-16,A,,M,,[],False
[],generated.photos_v3_0013753_fake_1235,817 SUNSET DRIVE,"817 Sunset Drive, Eloy, AZ 85131",BRO,D95006149,"[0, 0, 0]",[],14.0,,Arial_Bold.ttf,,[],[],Elizabeth Williams,817 SUNSET DRIVE,[],"[47, 38, 42]","[184, 199, 314, 213]",14.0,,Fraud5_inpaint_and_rewrite,"[184, 199, 314, 213]",white,BRO,DejaVuSansMono-Bold.ttf,generated.photos_v3_0013753,,False,,True,109 lb,2025-06-06,1993-01-20,,5'-09'',2020-06-06,A,,F,,[],False
[],generated.photos_v3_0012338_fake_1325,07/13/2024,"82 La Canada Drive, Oro Valley, AZ 85737",BRO,D29613527,"[0, 0, 0]",[],14.0,,Arial_Bold.ttf,,[],[],Alexander Miller,07/13/2024,[],"[31, 27, 34]","[215, 109, 287, 123]",10.0,,Fraud5_inpaint_and_rewrite,"[215, 109, 287, 123]",white,BRO,DejaVuSerif-Bold.ttf,generated.photos_v3_0012338,,False,,True,167 lb,2029-07-13,1994-05-29,,5'-00'',2024-07-13,D,,M,,[],False
"[[3, 4], [9, 8]]",generated_fake_2_26,,,,,[],"[53, 42, 51]",,generated.photos_v3_0657322.png,,20.0,"[334, 332, 434, 352]","[170, 284, 180, 298]",,,"[45, 36, 46]",[],[],,C,Fraud6_crop_and_replace,[],,,,,14.0,,Arial_Bold.ttf,True,,,,Arial_Bold.ttf,,,,03/31/1995,,generated.photos_v3_0211925.png,"[[9, 8], [3, 4]]",
"[[7, 9], [3, 2]]",generated_fake_2_32,,,,,[],"[45, 36, 46]",,generated.photos_v3_0063529.png,,14.0,"[170, 284, 180, 298]","[426, 79, 534, 100]",,,"[54, 38, 42]",[],[],,11/05/2028,Fraud6_crop_and_replace,[],,,,,21.0,,Arial_Bold.ttf,True,,,,Arial_Bold.ttf,,,,D,,generated.photos_v3_0585748.png,"[[3, 2], [7, 9]]",
"[[9, 4], [0, 9]]",generated_fake_2_36,,,,,[],"[53, 45, 24]",,generated.photos_v3_0514773.png,,21.0,"[426, 102, 534, 123]","[332, 254, 373, 269]",,,"[23, 42, 33]",[],[],,129 lb,Fraud6_crop_and_replace,[],,,,,15.0,,Arial_Bold.ttf,True,,,,Arial_Bold.ttf,,,,03/11/1994,,generated.photos_v3_0980001.png,"[[0, 9], [9, 4]]",
"[[9, 4], [7, 4]]",generated_fake_2_22,,,,,[],"[46, 46, 56]",,generated.photos_v3_0673176.png,,14.0,"[276, 254, 307, 268]","[332, 254, 373, 269]",,,"[23, 42, 33]",[],[],,175 lb,Fraud6_crop_and_replace,[],,,,,15.0,,Arial_Bold.ttf,True,,,,Arial_Bold.ttf,,,,BRO,,generated.photos_v3_0762179.png,"[[7, 4], [9, 4]]",
[],generated.photos_v3_0003040_fake_5294,D91405890,"143 Mc 85, Buckeye, AZ 85326",BRO,D91405890,"[0, 0, 0]",[],21.0,,Arial_Bold.ttf,,[],[],Jacob Russell,D91405890,[],"[36, 36, 36]","[211, 79, 322, 100]",20.0,,Fraud5_inpaint_and_rewrite,"[211, 79, 322, 100]",white,BRO,DejaVuSansCondensed.ttf,generated.photos_v3_0003040,,False,,True,157 lb,2026-12-30,1987-07-21,,5'-00'',2021-12-30,B,,M,,[],False
[],generated.photos_v3_0007424_fake_4678,WADE,"39 Fillmore Street, Phoenix, AZ 85001",BRO,D40309216,"[0, 0, 0]",[],16.0,,Arial_Bold.ttf,,[],[],Matthew Wade,WADE,[],"[20, 45, 31]","[183, 129, 233, 145]",20.0,,Fraud5_inpaint_and_rewrite,"[183, 129, 233, 145]",white,BRO,DejaVuSansMono-Bold.ttf,generated.photos_v3_0007424,,False,,True,152 lb,2029-05-12,1986-04-23,,5'-01'',2024-05-12,C,,M,,[],False
[],generated.photos_v3_0013103_fake_54,"AVONDALE, AZ 85323","3472 Avondale Boulevard, Avondale, AZ 85323",BLK,D07758416,"[0, 0, 0]",[],14.0,,Arial_Bold.ttf,,[],[],Mingzhe Raj,"AVONDALE, AZ 85323",[],"[29, 38, 25]","[183, 214, 332, 228]",13.0,,Fraud5_inpaint_and_rewrite,"[183, 214, 332, 228]",asian,BRO,DejaVuSansCondensed-Bold.ttf,generated.photos_v3_0013103,,False,,True,182 lb,2027-10-11,1992-12-19,,5'-06'',2022-10-11,D,,M,,[],False
